file	paragraph	lines	score	markers	text
013.用胡适给傅斯年的一封私信收尾.txt	147	293-293	9	答|说|死|胡适	1935年1月20日，丁文江写《再论民治与独裁》（《大公报》星期论文），他解释说：“国家的危机任何人都可以了解，不用我引申的。我要说的是我们实际的政治。胡适之先生说：‘国家的生死关头……是可以一言兴邦，一言丧邦的。……今日提倡独裁的危险，岂但是教猱升木而已，简直是教三岁孩子放火。’胡适之先生忘记了今日中国政治的实际了。‘猱’也罢、‘三岁孩子’也罢，木已经升了、火已经放了，我们教不教是毫无关系的。我们的责任是使这种火少烧几间有用的建筑，多烧几间腐朽的庙堂。尤其是如何利用这把火，使得要吞噬我们的毒蛇猛兽，一时不能近前！”“胡适之先生说，‘中国今日若真走上独裁的政治，所得的绝不会是新式的独裁，而一定是那残民以逞的旧式专制。’这话也错了。中国今日的政治原来是‘旧式专制’。胡适之先生难道忘记了他自己《论汪蒋通电所得的自由》那篇文章吗？他所列举的事实哪一件不是可以证明‘旧式专制’的存在？在这种状况之下，单主张民主政治，反对独裁，能够发生任何的影响吗？若是国家没有外患的压迫，我们可以主张革命，可以主张——如吴景超先生所说的——用教育的方式和平的走上民主政治的路。现在这两种方法都是不能实现的，都是缓不济急的。唯一的希望是知识阶级联合起来，把变相的旧式专制改为比较的新式独裁。”“中国式的专制原来是不彻底的。所以我们饱尝专制的痛苦，而不能得到独裁的利益。九一八事变刚发生的时候，有一位反对国民党的朋友对我说：‘蒋介石一定和日本人妥协，国民党一定要卖国了！’我回答他道，‘我希望你这话是真的，但是我恐怕事实上是做不到的！’二十年11月胡适之先生写了一封长信给宋子文先生，主张及早和日本人交涉。我告诉他道，‘我是赞成你的主张的，可是国民党的首领就是赞成也不敢做、不能做的，因为他们的专政是假的。’这就是我们的‘前车之鉴’。”
019.蒋介石与胡适密件之二.txt	7	13-13	9	问|请|胡适|王世杰	据胡虚一追忆雷震对他的谈话，曾有这样的记录：雷震谈告蒋介石于民国三十八年5月28日写这封信给胡适的时候，胡先生才坐轮船渡太平洋到达美国不久。胡先生是应蒋介石之请，赴美替其国民党政府做反共宣传，并协助驻美大使顾维钧争取美国朝野的道义支援。胡先生由上海赴美以前，先应台湾省府主席陈诚之邀，访问台湾参观旬日。而赴英不成的王世杰，则做了国民党总裁蒋介石的政治顾问，于民国三十八年2月先到了台湾。王得悉陈诚邀胡适于3月间访游台湾后，便立分电邀约雷震和杭立武急到台湾，俾与胡适及已在台北之傅斯年，一起和陈诚共商他们在京沪会商议定之发动展开“自由中国”和“民主中国”的两大运动，联络并号召所有信持民主自由理念的学术文教界知识分子，抗阻日益扩张的共产主义等大事，雷杭两人立飞台北，与胡适等会商两天后，又各匆返京沪。而胡先生于稍后返沪不久，便首途赴美。雷震、蒋经国和胡在沪住处之主人陈光甫等，都在码头送行。而中央银行奉政府令支送胡适做赴美生活等费用之美金两万元，亦由其总裁俞鸿钧亲自交请雷震转交给胡适。
003.胡适之不怕老婆考.txt	17	33-33	8	有一个|胡适	这种由叶楚生司长带来中国，被李强光称为“巴黎惧内会会章”送给我国第一位权威学者胡适博士的幸运的小角子，乃是一种镍合金，娇小玲珑，光洁可爱，大小与我国的一毛钱的镍币差不多。正面中间有一个类似法国古代武士的人头，人头上边各有一字，一个是Republique，一个是Francaise，人头下面并有1937四个阿拉伯字。反面中间有一个凹道，铸有横排的PTT三个大写的英文字母。凹道上边凸起处铸有Telphonss字，下面凸起处铸有Publics字样。
004.胡祸呢？还是祸胡？.txt	2	3-3	8	骂|死|胡适	在胡适死后的第一个星期里，我写了一篇《为“播种者胡适”翻旧账》（《文星》第五十三期，1962年3月1日），指出当时“捧胡”和“骂胡”的人中，一共可分六派：
004.胡祸呢？还是祸胡？.txt	43	85-85	8	问|说|哭|请|母亲	抗战时期，他遗下了发妻在家，他却在重庆急于求偶，而他的至友曾君的小姐正和他自己的长女同在他班上听讲。曾小姐那时年方二十二三，恳请学姐陪他去见老师问学。不久即由问学而视寝，事被曾君所知，几要和该老师拼命。否则要和老师的令爱也同居，以图报复。老师当时东躲西藏，走投无路。而曾小姐因老师之介绍在江津白沙女子师范任教。每周承老师照顾，方喜“得其所哉”。不料偶尔回家，竟遭父亲毒打。以为败坏家风，而遭软禁。同时曾太太亦赴某校要加老师以污损良家之罪。老师竭力隐避。总算和曾氏夫妇免掉正面冲突。然而老师和女弟子的关系从此就像牛女之隔。幸而日本三十四年败降。教育部要派人乘专机赴南京接收伪中央大学。老师便力求参加，居然用智谋把女弟子先行拐走。次年（三十五年）政府复员，曾家亦当然东下，到处探问他们闺女的下落，毕竟毫无消息。到了三十六年的春季，师生二人忽然由南京赴镇江秘密举行婚礼，到场的宾客共五六人。新娘的母亲不得已，为事实所逼，只得瞒了父亲出来主婚，席间对老新郎严词训斥，新郎低头听训，默不作声，男方的主婚人由新郎的义父某君担任，当然没有致什么辞。事毕之后，一对新人当日就回南京山西路双栖。这时女父依然被蒙在鼓中。但新郎的女儿（即新娘的学姐开始带领她见老师的）和男公子辗转传悉丑闻后觅到香巢，向爸爸讨学费。爸爸叫他们先呼新妈，再谈学费。男公子无可奈何，居然唤妈。女公子说他自己的年龄比新娘还长一岁。如何好唤学妹做妈。所以坚不屈服。结果姐弟二人分文未得，痛哭而去。而老新郎从此亦就让他们自生自灭了。
005.胡适和三个人.txt	9	17-17	8	后来|说|拒绝	二、陈女士与任叔永君做朋友，起于1916年的夏间；我最初知道陈女士的文字，都是间接从任君方面看见的。后来我做了《留美学生季报》的编辑，因为向她征求文稿，才和她通信。以后1917年我与她第一次见面，也是任君邀我陪他去的。所以我认识陈女士完全是由任君介绍的。今“象恭”君文中说我因为拒绝了她结婚的要求，“所以把陈女士‘负责’介绍给我的朋友任叔永了”。这是完全与事实相反的诬辞。
005.胡适和三个人.txt	41	81-81	8	典故|章太炎	章太炎到底是“国学大师”，他挖苦人，也用绮辞典故，这是他功夫的独到之处，也是他的幽默。
005.胡适和三个人.txt	155	309-309	8	问|胡适|蔡元培	蔡元培、胡适又曾联名发表过文字。民国十一年直奉战争后不久，蔡元培等十六人，联名在胡适主编的《努力周报》第二期上，发表了《我们的政治主张》，希望国中的优秀分子“平心降格的公认‘好政府’一个目标，作为现在改革中国政治的最低限度的要求”。而下手的第一步，就是要求自命为“好人”的人们出来过问政治，“同心协力的拿这共同目标来向国中的恶势力作战。”这篇政治主张，由北大校长蔡元培领衔，教务长胡适署尾，当时曾引起很热烈的讨论。又在民国二十六年1月，蔡元培、胡适、王云五，曾合编了一大本《张菊生先生七十生日纪念论文集》，书前有二十五年6月三人合署的一篇《征集张菊生先生七十生日纪念论文启》。以上二文，都出自胡适手笔。
006.《胡适语粹》序目.txt	33	65-65	8	过去|问|胡适	如今，二十二年又过去了。除了《胡适选集》外，我们还看不到“分类编印”胡适遗著的痕迹，更看不到详细分类编印的痕迹。胡适本人早已墓草久宿，胡适遗著的分类编印，也早已不是他“个人小问题”。这部《胡适语粹》的编印，也许正是上述这一现象的一点抗议、一点功德。读者看了本书，如果能悲愤这一抗议、体念这一功德，那么对胡适而言，也正是“圣人不空出，贤者不虚生”了！
007.残存日记中的爱国者.txt	44	87-87	8	说|骂|胡适	胡适的理智的爱国主义，在当时被朋友臭骂，骂做“汉奸”。但胡适是“哪有先生不说话”的，他在举国滔滔的时候独持异议，并且冷静的苦口婆心的表达出异议，不论内容对不对，基本上，却是一种心智真诚，一种“虽千万人，吾往矣”的大勇。
007.残存日记中的爱国者.txt	47	93-93	8	问|说|胡适	开场白固然说得很好，实行起来，倒也颇不容易。“激烈的辩争”引起多次的对立：武力统一问题上，胡适与蒋廷黻对立；民主独裁问题上，胡适与丁文江对立；对日和战问题上，胡适与傅斯年对立。对日本，傅斯年主张宁为玉碎主义，但胡适力持慎重。1933年“塘沽协定”，傅斯年极表反对，胡适却认为“1871年法国割地两省给普鲁士，过了四十八年，才收回失地”。“国家的生命是千年万年的生命”，“我们也许应该准备等候四十八年，在一个国家的千万年生命上，四五年或四五十年算得什么？”
007.残存日记中的爱国者.txt	58	115-115	8	答|说|跳	就在蒋校长那次召集的学生大会上，我们见到适之先生的气度和他那种民主精神。当时他继孟邻先生之后上台训话，一开口，台下就起了哄。反对他的（多半是左倾学生），踏脚、嘶叫，用喧闹来盖他的演讲。拥护他的（多半是右派）用更高的声音来维持秩序，来压制反对者的喧哗。顿时会场上紧张起来，形成了对垒的两派，他的声浪也就在这两派的叫嚣中起伏着，断断续续的送入我们的耳鼓。这是篇苦口婆心的劝导，但反对他的那些年轻人却红着脸，直着脖子，几乎是跳起来的迎面大声喊道：“汉奸！”他也大声，正直而仍不失其苦口婆心的答道：“这屋子里没有汉奸！”终其演讲，这些年轻人一直在给他当面难堪，而他始终保持着热心诚恳、恺悌慈祥的声音态度。这天给我的印象极深，我看到了一个教育家的气度，应当是多么大！我也看到了适之先生的“能容”——他的“能容”，是我早已听说过的。
007.残存日记中的爱国者.txt	70	139-139	8	骂|胡适|张自忠	胡适建议不要骂张自忠是“汉奸”的时候，他自己的谋国苦心也正遭遇到麻烦，他自己也被骂作是“汉奸”。因为他多年不主战，颇不见谅于一些狂热派，有人骂他是“秦桧”，程潜甚至主张枪毙他！
008.从小逆流到大回归.txt	45	90-90	8	说|他说|胡适	但是，当中年到来的时候，胡适对苏联的看法却是又期望又怀疑了。我发现他在这些年月中，对唯物史观、社会主义、中国共产党、苏维埃联邦等的看法，有许多矛盾与混乱的地方，他好像要接受，又好像有点迟疑，他一方面大力宣传，一方面又表示反对。这正如陈独秀所批评的：“适之好像于唯物史观的理论还不大清楚。”依我看法，“还不大清楚”的岂单单是唯物史观，中年时代的胡适对由苏联传来的那一套理论与实际，因为“还不大清楚”，所以大都采取了一种保留的存疑态度，犹豫逡巡，例如他说：
008.从小逆流到大回归.txt	63	126-126	8	过去|最后|说|他说|胡适	最后胡适真的社会主义的影子没有了，那是一九五四年。一九五四年，胡适从美国回来，在“自由中国社”欢迎茶会上发表了一篇演说——《从<到奴役之路>说起》(19)，公开忏悔他过去的错误，他说：
008.从小逆流到大回归.txt	89	178-178	8	问|答|胡适	(18)叶青（任卓宣）《胡适批判》页八〇六、八一一。叶青从办《二十世纪》杂志，写《胡适批判》两巨册开始，到今天办《政治评论》为止，对胡适从来没饶过！在这五十年期间，胡适还是胡适，可是叶青却从“共产主义问答”时代的叶青、变到了“三民主义纲要”时代的叶青了。但是变的尽管变，缠胡老头儿的作风却是五十年如一日——没有变！这种左派出身的共产党变节者的反复无常，由此可见一斑！
009.“千秋万岁名，寂寞身后事”.txt	62	123-123	8	说|死|胡适	胡适先生生前有鉴于此，所以他在遗嘱里，特别把“著作部分”划出，交由台湾大学和杨联陞、毛子水二位教授处理，而只把“财产部分”留给亲人承继。我们没想到自从胡适先生死后，他的遗嘱，竟从第一条起，就开始不能兑现；他的遗著，也不能如主事的人所说的“规定进度”，给我们一个像样的整理成绩、给青年一个普及而有益的版本，这是最令我们大惑不解的事。
009.“千秋万岁名，寂寞身后事”.txt	69	137-137	8	问|请|胡适	在法律这边，《胡适选集》是完全合法的。按照著作权法第18条：“揭载于新闻纸、杂志之事项，应注明不许转载，其未经注明不许转载者，转载人须注明其原载之新闻纸或杂志。”第21条：“著作权年限已满之著作物，视为公共之物，但不问何人，不得将其改窜、割裂、变匿姓名或更换名目发行之。”第22条：“无著作权或著作权年限已满之著作物，经制版人整理排印出版继续发行并依法注册者，由制版人享有制版权十年；其出版物，非制版所有人，不得照相翻印。”又著作权法施行细则第4条：“凡著作物未经注册而已通行二十年以上者，不得依本法声请注册享有著作权，其经著作物之原著作人为阐发新理而修订发行者，其通行期间，自修订发行之日起算。”从上面所引的条文，《胡适选集》都有十足的法律保障及依据。同时民法与出版法中，也有相关的条款以为支持。
009.“千秋万岁名，寂寞身后事”.txt	75	149-149	8	问|死|胡适	正因为带头的人心态如此，所以《胡适选集》在他们眼中，竟是“恶行”、是“图财害命”、是非“销毁”不可的东西，他们不知道：真正的问题根本不在这里！因为胡适先生生前既然“歆羡”别人全集的出版，并且冀望他自己的全集能够在死后印出，真正尊敬并怀念胡适先生的人，就不可不努力达成他的心愿。应该知道：发扬并流传胡适先生思想一件事，是最主要的一件事，至于由谁来发扬流传、由谁来出名得利（如果有名利可得的话），根本都属于小焉者也、根本都是余事。
009.“千秋万岁名，寂寞身后事”.txt	86	171-171	8	过去|问|胡适	……盗印胡适先生著作一事，非一单纯侵害人民权益问题，而实若辈一贯祸国阴谋之一种烟幕，亦即若辈过去五年来假借胡适先生名义，进行卖国匪谍活动阴谋之重新使用。最近毛匪日暮途穷，我代表权在联大亦告胜利。然毛匪及国际阴谋家之图我谋我亦愈急，一个反中华民国的攻势已由四面八方开始。所谓“中国问题小组”、所谓“复国运动同盟”、所谓“新台湾独立运动”、所谓“保护殷海光运动”已在华盛顿、东京、香港等地开始……适于此时盗印《胡适选集》，既非尊敬胡适（因若辈早已诽谤之），亦非借以图利（因若辈不缺乏金钱），而系借盗印《胡适选集》，以散乱胡适著作之整个精神，并大假借胡适博士之名，一面对抗复兴中华文化运动、一面进行进一步的卖国匪谍活动，以配合毛匪及国际阴谋家之亡华阴谋。
009.“千秋万岁名，寂寞身后事”.txt	93	185-185	8	故事|胡适	整个《胡适选集》的故事，是一篇人情冷暖的故事、一篇政治斗争的故事、一篇李敖“借一千，还十万”的侠义故事。我把这故事发表出来，盼对崎岖的世道和已凉的人心，多少起一点坦荡而温暖的示范。
010.一贯作业搜奇.txt	32	63-63	8	笑话|笑	法律细节上的笑话
010.一贯作业搜奇.txt	33	65-65	8	笑话|笑	现在，先拋开台湾大学、中央研究院化公为私的大前提不谈，单就化公为私的法律细节上，我们来看看笑话：
010.一贯作业搜奇.txt	52	103-103	8	拒绝|请|胡适	由此可见，1963年度“中央研究院概况”所载江冬秀于“1963年4月16日”在“遗产转移同意证明书”上的签字仪式，原是本于“受遗赠人”中央研究院的请求而举行的，中央研究院既以“受遗赠人”的身份，本于法律上对“遗赠义务人”亦即“遗产权利人”的江冬秀，为履行“遗赠”的请求，则它已为承认“遗赠”的意思表示，已经毫无疑义。因此，本于“已取得者，不得拒绝”的法谚，中央研究院对于既经接受胡适遗嘱所为的“遗赠”，依法理不得复为主张“拋弃”。
010.一贯作业搜奇.txt	79	157-157	8	过去|说|杀|笑|胡适	国民党和它同路人，用《胡适选集》案来封杀胡适思想、来打击流传自由思想的人，从台湾大学到中央研究院、从转让契约到赠与公证、从继承注册到按铃申告、从舆论围剿到法律封杀……全套作业是快慢随意的、是声应气求的、是用胡夫人打头阵用未亡人削群雄的。整个作业的流程，的确阴险而利落。如今，十七年过去了，我回想这由我一心编出来的《胡适选集》、一手搅出来的头条大案、一身惹出来的——如胡秋原所说的——“一面对抗复兴中华文化运动，一面进行进一步的卖国匪谍活动”，真不禁又好气又好笑。
011.“你们后死有责！”.txt	35	69-69	8	问|死|请	请问为什么全集“还谈不到”？原因无他，只是他们不行罢了！自己不行还要捣别人乱，就是他们的本事。如今江冬秀也死了，“再筹划编印全集”也全是一句空话了！
011.“你们后死有责！”.txt	40	79-79	8	死|请|胡适	但是，胡适请杨联陞、毛子水两人负责整理编印遗稿，是遗嘱中的大事，怎可以“惭愧”“歉意”就了事？所谓“后死有责”，有责的表现，竟是让死人不见全集之书、只闻惭愧之声吗？杨联陞错了！毛子水错了！
012.豹死留了什么皮？.txt	3	5-5	8	问|说|胡适	多谢你送我《胡适之先生年谱长编初稿》《胡适之先生晚年谈话录》。你问我：“要不要也在身边留个徒弟记录你的言行？”我说：“要记我自己会记，我可不要那么笨的徒弟！”看了胡适的笨徒弟编写的这些书，我对我的这一看法，更深信不疑了。18世纪鲍斯威尔记录约翰逊的言行，记得多么好！原因何在？因为鲍斯威尔有文采、史才和忠实，所以可以写出传世的《约翰逊传》，但胡适的笨徒弟却既无文采又缺史才也乏忠实，所以搞出了这种四不像的东西，他们可真愧对胡适了。
012.豹死留了什么皮？.txt	5	9-9	8	说|死|请|胡适|王世杰	胡适之先生过世之后，王世杰先生说过这样的话：“像胡先生这样一代人物，死了以后我们应该替他写传记；第一步应先编个年谱出来。”我也觉得为胡先生编写传记是十分重要的工作，于是就请了曾是适之先生学生、后担任过他秘书的胡颂平先生为主要编撰者。编写期间，王世杰先生自己看稿，同时还找了杨亮功、毛子水两位先生还有我一起看稿子。
012.豹死留了什么皮？.txt	47	93-93	8	问|说|胡适	他们说唐德刚是胡适的犹大，唐德刚固然不无问题，但比起他们来，却在文采、史才和忠实上，有云泥之别，如果非说犹大不可，唐德刚至多只是“假犹大”“杂牌犹大”，而他们呢，却是典型的“真犹大”“正牌犹大”。写到这里，我真为胡适悲。我想到去年1月31日我写的《“千秋万岁名，寂寞身后事”》的后段：
013.用胡适给傅斯年的一封私信收尾.txt	6	11-11	8	问|说|胡适	九一八事变带来了一个新刺激，几个老朋友的“挟持”，又引起了胡适大谈政治的热心，他创办了《独立评论》，说“一般人不肯说或不敢说的老实话”，同时讨论当时的几个大问题，其中民治与独裁的讨论，便是影响深远的一场论战。
013.用胡适给傅斯年的一封私信收尾.txt	14	27-27	8	说|他说|胡适	我在《播种者胡适》提到，九一八事变后，正赶上是独裁政治最流行的季节，一些中国的知识分子居然也开始怀疑起民主、拥护起专制来了。这种怀疑的态度，首开先河的是蒋廷黻。蒋廷黻在1933年12月10日发表《革命与专制》（《独立评论》第八十号），他说：“我们中国近二十年为革命而牺牲的生命财产，人民为革命所受的痛苦，谁能统计呢？此外因内争而致各派竞相卖国更不堪设想！孙中山先生革命目的之纯洁大概是国人所共认的。但二次革命失败以后，他也不惜出重价以谋日人的协助。”蒋廷黻举出孙中山给日本“大隈伯”的密件，证明孙中山卖国出的价码，比袁世凯还要高，蒋廷黻说：“以孙先生的伟大人格尚且出此，其他革命家不屑说了。”因此，他感慨：“这样的革命，多革一次，中国就多革去一块。久而久之，中国就会革完了！……在中国近年的革命，虽其目的十分纯洁，其自然的影响是国权和国土的丧失。我们没有革命的能力和革命的资格。在我们这个国家：革命是宗败家灭国的奢侈品。”蒋廷黻的结论是：“中国还没有经过一个专制时代，所以还没有建立一个民族的国家、还没有做到‘建国’的第一步工作。必须先用专制（如英国都铎朝的百年专制、如法国波旁朝的光明专制，甚至于如俄国罗曼诺夫朝的专制）来做到‘建国’，然后可以‘用国来谋幸福’。”
013.用胡适给傅斯年的一封私信收尾.txt	137	273-273	8	问|说|胡适	在胡适的好朋友蒋廷黻等走上主张独裁的路子以后，1934年12月18日，好朋友丁文江又大神附体，发表了《民主政治与独裁政治》（《大公报》星期论文），也大唱起独裁的调子。丁文江说：“近年来许多人——不赞成独裁的人如威尔士（H. G. Wells）、如罗素（Bertrand Russell）——都觉得真正的平民政治事实上不可能。维多利亚时代的人以为大家都识字，选举权普遍，政权当然是在选举人手里的了。近几十年来的经验才知道是不然。多数人对于政治根本没有兴趣。他们识了字是看体育新闻（Sporting news）、读侦探小说。政治上的问题除非是为他们直接有利害关系的，他们绝不愿意过问。同时靠政治吃饭的人又发明了一种骗人的利器——宣传。宣传是要组织的，组织是要钱的，于是就是在西欧选举权普遍的国家，实际的政权旁落在出党费、开报馆、办无线电广播的人手里。所以现在连反对独裁的人对于民主政治都发生了很大的疑问。”“胡适之先生说，‘民主宪政只是一种幼稚的政治，最适宜于训练一个缺乏政治经验的民族。’这句话是不可通的。理论的根据我们姑且不讨论；事实上看起来，民主宪政有相当成绩的国家，都是政治经验最丰富的民族。反过来说，政治经验比较缺乏的民族，如俄、如意、如德，都放弃了民主政治，采用了独裁制度。足见民主宪政不是如胡适之先生所说的那样幼稚的。‘民主政治只要有选举资格的选人能好好的使用他们的公权。’不错的，但是这就是世界上最困难的一件事。所有行民主宪政的先进的国家，都还没有做到这个地步。”“胡先生说，‘民主政治的好处在于不甚需要出类拔萃人才……在于集思广益，使许多阿斗把他们的平凡常识凑起来也可以勉强应付。’他似乎相信，‘两个臭皮匠，凑起来是个诸葛亮。’他太乐观了。事实上两个臭皮匠，凑起来依然是两个臭皮匠！……”“‘试行新式的独裁’！我们应该注意‘新式’二字。因为新式的独裁与旧式的专制是根本不能相容的。胡先生说，‘打倒专制’的口号可以使统一不能成功，这是真的。但是大家要打倒的是改头换面的旧式的专制，并不是新式的独裁。独裁如何才可以算是‘新式’，我以为有以下的几个条件：一、独裁的首领要完全以国家的利害为利害。二、独裁的首领要彻底了解现代化国家的性质。三、独裁的首领要能够利用全国的专门人才。四、独裁的首领要利用目前的国难问题，来号召全国有参与政治资格的人的情绪与理智，使他们站在一个旗帜之下。”“我已经说过
015.为旧账算新账.txt	6	11-11	8	过去|问|胡适	首先忍不住的是陈独秀和李大钊，他们发起了谈政治的《每周评论》，只有胡适仍然守住不谈政治的诺言。七个月后，军阀捕去了陈独秀，胡适接办这杂志，那时正是安福盛行和会分赃的时代，知识分子们闭口不谈具体的政治问题，却高谈马克思和无政府，胡适于是“看不过去了，忍不住了”，“方才有不能不谈政治的感觉”，而“发誓要想谈政治”。……
015.为旧账算新账.txt	14	27-27	8	笑话|笑	郑学稼在1970年1月出版《中共兴亡史》时，曾加引用张静庐的《中国现代出版史料》，那是在他和我笔仗后八年的事了——笔仗当时，他大概没看过或没好好看过这部张静庐的书，所以一出手就闹了笑话，这种勾结国民党总政治部学者的程度，可真教人叹息也！
016.我与胡适的“微妙关系”.txt	6	11-11	8	后来|问|胡适	1961年年底，我在《文星》发表《播种者胡适》。这篇文章带来了大是非和大麻烦，进而酿成了一次大笔仗，后来这次笔仗分成了两个圈圈，一个圈圈是“关于中西文化问题的论战”；一个圈圈是“关于播种者胡适的论战”，前者的主要对手是徐道邻和胡秋原；后者的主要对手是任卓宣和郑学稼，大家打做一团，十分热闹。
017.从蒋介石非法连任看钱穆与胡适.txt	2	3-3	8	说|死|胡适	钱穆死了。台湾除李敖外，又是众口一声、一片谀词，并极颠倒是非之能事。钱穆的学生、国民党同路人余英时发表谈话，有这样一段：“胡适是个受到他那个时代限制的学者，只管领一代风骚，但钱先生却不会限于时代格局而褪色，时间愈久愈能看出他的价值，并且在这个时代，没有人有资格去评论他，因为他们没有足以与钱先生相比的学识；且钱先生不做媚俗之言，因此只要还有真正的学术传统，将来中国文化还未灭绝，就会有人认识他不朽的一面。”（1990年8月31日《联合晚报》）这些话，全是胡说。相反的，钱穆所做的“媚俗之言”，远在胡适之上。胡适愈老说话愈圆滑，但重要关节，却还知所把持；但钱穆却一身媚骨，全无大儒风范。以对蒋介石非法连任第三任总统的态度而论，就可概见。
017.从蒋介石非法连任看钱穆与胡适.txt	7	13-13	8	问|答|说	在蒋介石一连二十五年的非法总统过程里，1960年的一次，是个重要关口，因为这次违宪，比复职那次违宪还明确，照“中华民国宪法”第47条规定，根本没有第三任，白纸黑字，清清楚楚，所以蒋介石悍然违宪，要费一阵手脚。蒋介石在头一年（1959年）召见钱穆，问以“此次选举，汝是否有反对我连任之意”，就是全盘手脚中的一个小动作。钱穆在蒋介石追问下，否认此事。蒋介石“随即起身向书架取书”，要用书证明钱穆的否认不可靠。钱穆当时即连忙说：“总统勿再检此书，应是我民国三十九年初到香港时所写向政府进忠告，并非为选举总统事而发。”这时蒋介石说：“今且问汝对此次选举之意见。”钱穆答道：“今已时移境易，情况大不同。此待总统英明，内定于一心，断非他人所能参预其意见。我当时劝总统下野，因见中山先生手创民国，开历史上未之前有之大业，而此下形势所迫，广州再起，在国人心中，一若仍为一未成功人物，此对国人对我民族国家前途信心有损。总统抗日成功，亦历史上前所未有之一大勋业。若总统在胜利后下野，明白昭示一成功人物之榜样在国人心中，或可于国家民族前途有另一番甚深之影响。我当时意见只如此。然而情势所迫，以至今日，总统在此奠定一复兴基地，此又是总统对国家一大贡献。然而多数国人，终不许总统不继续担负此光复大陆之重任。担负此重任之最适当人物，又非总统莫属。穆私人对此事，实未能有丝毫意见可供总统之采纳。”（以上见钱穆《屡蒙总统召见之回忆》，收入1964年5月10日《中央日报》刊印《领袖精神万古常新》。）
004.胡祸呢？还是祸胡？.txt	17	33-33	7	杀|胡适	其实殷海光何必“惭愧”？中国目前的许许多多所谓的“大学教授”的文章、程度与人格作风，就是这个样子。《胡适与国运》的作者群，唯一不同的是，他是非常不善于“藏拙”的“教授”。他们要表现，要用“春秋笔法”诛人，要散发匿名小册来“学术研究”，要以孔丘诛少正卯的心情来杀他们心目中的“乱臣贼子”。结果呢，他们的真相因此暴露，使天下有识之士恍然大悟：原来眼前的一些“大学教授”的文笔、程度、人格、作风，竟是这个样子！这在统计学上和教育史上，该是多么有用的抽样资料呵！
004.胡祸呢？还是祸胡？.txt	33	65-65	7	骂|胡适	《胡祸丛谈》的作者是《胡适与国运》的作者之一——那个台湾大学历史系的教授。此公已届望八之年，生得人高马大，顽固非常，经常一杖在手，傲睨而行，颇有一股不屈的气概。看他的造型，你不难想象那种以道统执行人自命的狂热信仰者是一副什么样儿。他是一个有“满腔悲愤”心情的老人，早年结识辜鸿铭，学到老辜那种狂然骂世的习气，但是他只是老辜的五百分之一，甚至还不够。他也去过国外，可是“洋水”丝毫没有影响他的“中国本位”；相反的，“洋水”只是他的定影液，更稳定了他那克尔文式（Calvinian）加义和团式的激情。这种激情，使他在《胡祸丛谈》里有“超人的演出”。统观这本十四万字的“著作”，我可以归纳出他使了这么大的力气，所要证明的，不过是下面四点耳：
004.胡祸呢？还是祸胡？.txt	39	77-77	7	骂|胡适	四十多年前，北京大学的教授林损，他骂胡适是“尔本贼子，人尽可诛”；三十多年前，中山大学的教授古直、钟应梅，骂胡适是“在道德为无耻，在法律为乱贼”，“立正典刑，如孔子之诛少正卯可也”。
004.胡祸呢？还是祸胡？.txt	45	89-89	7	说|死	谁料望七衰翁，志在万里。倘不能过校长之瘾不仅对小艾不起，亦何颜见“泰山府君”呢。古人说：“一息尚存，此志不容少懈。”这话正像替院长做的写照。然而第三任校长（敖案：此指钱思亮）并不体恤候补校长望眼欲穿之苦，竟不肯推位让国，使他郁闷难支，不得不借游览以为解闷之方。而横贯公路金马车上的车掌姚小姐（敖案：当是廖小姐）明眸皓齿，似乎远胜年逾四十的女弟子。所以恰配他的胃口。因此他就不觉略表天才，口占两绝如下。“应是瑶台曾见她。人间哪有此容华。海棠虽艳终嫌俗。高洁怎如百合花。”“一支双喜（纸烟）口余香。九曲洞中频断肠。圣水未尝人已老。哪堪白发对红妆。”凡读过这两首杰作的人，没有不惊叹诗中平仄的和谐与辞藻的富丽，以为李白的《清平调》空负时名，不堪当上述两诗的奴婢。这亦可说是姚小姐的大幸，而杨太真的不幸。但诗中既说在“九曲洞中频断肠”，则断肠不止一次。未知作者的肠究竟断为几段。难道百合心如铁石，明知院长肠断，而竟见死不救，不肯用圣水解七十老郎之渴吗？
004.胡祸呢？还是祸胡？.txt	47	93-93	7	后来|问	稍知今日儒林内史的人，都知道《胡祸丛谈》的作者不是别人，就是沈刚伯“重婚典礼”上“新郎的义父某君”！两人本是知交，后来“八十老翁”向“七十老郎”反目，遂乘机把“七十老郎”打入“胡”宫，以便视同乱臣“贼子”，统一诛之。沈刚伯以底牌在“八十老翁”手中，不敢造次，所以任凭“八十老翁”在台大文学院内外撒野，也不敢惹他分毫。如今“八十老翁”新著问世，凡我仇人，一视同仁，于是一石两鸟，遂击沈氏刚伯于胡君适之门下。人间栽赃嫁祸的惨剧，还有比这次更巧妙的吗？
005.胡适和三个人.txt	54	107-107	7	问|说	太炎先生说我“未知说诸子之法与说经有异”，我是浅学的人，实在不知说诸子之法与说经有何异点。我只晓得经与子同为古书，治之之法只有一途，即是用校勘学与训诂学的方法，以求本子的订正与古义的考定。此意在高邮王氏父子及俞曲园孙仲容诸老辈的书中，都很明白。试问“读书杂志”与“经义述闻”，“群经平议”与“诸子平议”，在治学方法上有什么不同？
